線路内人立入り,2
線路内人立入,2
異音感知安全確認,4
異音感知,4
小動物と衝突,4,1
乗用車の踏切道内停車,5
車両確認,7
車両の安全確認,7
お客さま線路転落,8
軌道内転落,8
ホーム扉故障,9
乗務員腹痛,10
車両トラブル,12
車両不具合,12
進路の確認,13
高速道路の設備の確認,13,1
停止位置の確認を行った影響,13,1
トラブル,13,1
乗務員トラブル,13,1
旅客トラブル,13,1
落し物習得,13,1
保安装置故障,13,1
架線に飛来物付着,15
ドア確認,18
車内清掃,22
座席汚損,22,1
ポイント故障,24
線路内安全確認,30
落下物による架線停電,32,1
車との接触,33
信号トラブル,35
降雪による安全確認,39
ホーム上の安全確認,45
高架切替工事,50
旅客同士のトラブル,56
車両へのお客さま接触,68
信号故障,69
変電所トラブル,77
